TRatePercent,Health_Events,Geography,CalendarYear,Gender,RaceEthnicity,Textbox3,DT_Count,DT_Population,DT_RATE,DT_LB,DT_UB1,Significance,County_Code
   Age-Adjusted Rate,Asthma,Pike,2011,Total,Hispanic,35 to 64,ND,"2,011",ND,ND,ND,-,103
   Age-Adjusted Rate,Asthma,Pike,2011,Total,Hispanic,65+,ND,369,ND,ND,ND,-,103
   Age-Adjusted Rate,Asthma,Potter,2011,Total,All Races,All ages,13,"17,448",ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,All Races,5 to 14,ND,"2,126",ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,All Races,15 to 34,ND,"3,655",ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,All Races,35 to 64,ND,"7,265",ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,All Races,65+,ND,"3,434",ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,White,All ages,13,"17,128",ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,White,5 to 14,ND,"2,064",ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,White,15 to 34,ND,"3,552",ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,White,35 to 64,ND,"7,157",ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,White,65+,ND,"3,413",ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,Black,All ages,ND,80,ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,Black,5 to 14,ND,12,ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,Black,15 to 34,ND,42,ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,Black,35 to 64,ND,16,ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,Black,65+,ND,3,ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,Hispanic,All ages,ND,174,ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,Hispanic,5 to 14,ND,33,ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,Hispanic,15 to 34,ND,66,ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,Hispanic,35 to 64,ND,47,ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Potter,2011,Total,Hispanic,65+,ND,15,ND,ND,ND,-,105
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,All Races,All ages,205,"147,618",12.2,10.5,13.9,-,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,All Races,5 to 14,21,"16,528",12.7,7.3,18.1,,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,All Races,15 to 34,16,"33,409",ND,ND,ND,-,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,All Races,35 to 64,77,"63,399",11.1,8.6,13.6,-,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,All Races,65+,79,"26,859",28.7,22.4,35.0,,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,White,All ages,190,"140,779",11.7,10.0,13.4,+,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,White,5 to 14,18,"15,706",ND,ND,ND,-,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,White,15 to 34,15,"30,747",ND,ND,ND,-,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,White,35 to 64,72,"60,774",10.9,8.4,13.4,,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,White,65+,74,"26,637",26.8,20.7,32.9,+,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,Black,All ages,ND,"4,301",ND,ND,ND,-,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,Black,5 to 14,ND,254,ND,ND,ND,-,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,Black,15 to 34,ND,"1,954",ND,ND,ND,-,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,Black,35 to 64,ND,"1,828",ND,ND,ND,-,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,Black,65+,ND,77,ND,ND,ND,-,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,Hispanic,All ages,ND,"4,349",ND,ND,ND,-,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,Hispanic,5 to 14,ND,788,ND,ND,ND,-,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,Hispanic,15 to 34,ND,"1,613",ND,ND,ND,-,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,Hispanic,35 to 64,ND,"1,259",ND,ND,ND,-,107
   Age-Adjusted Rate,Asthma,Schuylkill,2011,Total,Hispanic,65+,ND,163,ND,ND,ND,-,107
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,All Races,All ages,17,"39,646",ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,All Races,5 to 14,ND,"5,003",ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,All Races,15 to 34,ND,"10,560",ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,All Races,35 to 64,ND,"15,658",ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,All Races,65+,ND,"6,174",ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,White,All ages,15,"38,563",ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,White,5 to 14,ND,"4,784",ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,White,15 to 34,ND,"10,147",ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,White,35 to 64,ND,"15,351",ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,White,65+,ND,"6,136",ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,Black,All ages,ND,475,ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,Black,5 to 14,ND,95,ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,Black,15 to 34,ND,199,ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,Black,35 to 64,ND,124,ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,Black,65+,ND,13,ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,Hispanic,All ages,ND,742,ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,Hispanic,5 to 14,ND,151,ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,Hispanic,15 to 34,ND,314,ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,Hispanic,35 to 64,ND,172,ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Snyder,2011,Total,Hispanic,65+,ND,29,ND,ND,ND,-,109
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,All Races,All ages,70,"77,350",8.7,6.7,10.7,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,All Races,5 to 14,ND,"8,324",ND,ND,ND,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,All Races,15 to 34,16,"17,219",ND,ND,ND,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,All Races,35 to 64,24,"33,674",7.5,4.5,10.5,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,All Races,65+,22,"14,520",14.6,8.5,20.7,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,White,All ages,69,"74,477",9.1,7.0,11.2,,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,White,5 to 14,ND,"8,121",ND,ND,ND,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,White,15 to 34,16,"15,966",ND,ND,ND,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,White,35 to 64,24,"32,475",7.9,4.7,11.1,,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,White,65+,21,"14,406",14.0,8.0,20.0,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,Black,All ages,ND,"1,985",ND,ND,ND,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,Black,5 to 14,ND,42,ND,ND,ND,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,Black,15 to 34,ND,979,ND,ND,ND,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,Black,35 to 64,ND,893,ND,ND,ND,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,Black,65+,ND,50,ND,ND,ND,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,Hispanic,All ages,ND,884,ND,ND,ND,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,Hispanic,5 to 14,ND,85,ND,ND,ND,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,Hispanic,15 to 34,ND,357,ND,ND,ND,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,Hispanic,35 to 64,ND,324,ND,ND,ND,-,111
   Age-Adjusted Rate,Asthma,Somerset,2011,Total,Hispanic,65+,ND,46,ND,ND,ND,-,111
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,All Races,All ages,ND,"6,449",ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,All Races,5 to 14,ND,457,ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,All Races,15 to 34,ND,"1,375",ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,All Races,35 to 64,ND,"2,778",ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,All Races,65+,ND,"1,596",ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,White,All ages,ND,"6,170",ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,White,5 to 14,ND,444,ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,White,15 to 34,ND,"1,196",ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,White,35 to 64,ND,"2,713",ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,White,65+,ND,"1,584",ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,Black,All ages,ND,177,ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,Black,5 to 14,ND,4,ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,Black,15 to 34,ND,159,ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,Black,35 to 64,ND,9,ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,Black,65+,ND,,ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,Hispanic,All ages,ND,105,ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,Hispanic,5 to 14,ND,16,ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,Hispanic,15 to 34,ND,63,ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,Hispanic,35 to 64,ND,12,ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Sullivan,2011,Total,Hispanic,65+,ND,8,ND,ND,ND,-,113
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,All Races,All ages,41,"43,063",9.5,6.6,12.4,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,All Races,5 to 14,ND,"4,996",ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,All Races,15 to 34,ND,"9,213",ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,All Races,35 to 64,15,"18,917",ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,All Races,65+,11,"7,813",ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,White,All ages,40,"42,317",9.5,6.6,12.4,,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,White,5 to 14,ND,"4,867",ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,White,15 to 34,ND,"9,014",ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,White,35 to 64,14,"18,653",ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,White,65+,11,"7,724",ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,Black,All ages,ND,188,ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,Black,5 to 14,ND,39,ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,Black,15 to 34,ND,45,ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,Black,35 to 64,ND,57,ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,Black,65+,ND,32,ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,Hispanic,All ages,ND,615,ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,Hispanic,5 to 14,ND,124,ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,Hispanic,15 to 34,ND,195,ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,Hispanic,35 to 64,ND,197,ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Susquehanna,2011,Total,Hispanic,65+,ND,41,ND,ND,ND,-,115
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,All Races,All ages,20,"42,434",4.4,2.5,6.3,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,All Races,5 to 14,ND,"4,653",ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,All Races,15 to 34,ND,"10,765",ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,All Races,35 to 64,11,"16,971",ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,All Races,65+,ND,"7,699",ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,White,All ages,20,"41,384",4.5,2.5,6.5,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,White,5 to 14,ND,"4,491",ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,White,15 to 34,ND,"10,328",ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,White,35 to 64,11,"16,687",ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,White,65+,ND,"7,638",ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,Black,All ages,ND,337,ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,Black,5 to 14,ND,33,ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,Black,15 to 34,ND,211,ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,Black,35 to 64,ND,57,ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,Black,65+,ND,12,ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,Hispanic,All ages,ND,528,ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,Hispanic,5 to 14,ND,96,ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,Hispanic,15 to 34,ND,222,ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,Hispanic,35 to 64,ND,128,ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Tioga,2011,Total,Hispanic,65+,ND,18,ND,ND,ND,-,117
   Age-Adjusted Rate,Asthma,Union,2011,Total,All Races,All ages,ND,"45,013",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,All Races,5 to 14,ND,"4,741",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,All Races,15 to 34,ND,"13,630",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,All Races,35 to 64,ND,"17,904",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,All Races,65+,ND,"6,688",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,White,All ages,ND,"40,091",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,White,5 to 14,ND,"4,417",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,White,15 to 34,ND,"11,446",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,White,35 to 64,ND,"15,729",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,White,65+,ND,"6,604",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,Black,All ages,ND,"3,560",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,Black,5 to 14,ND,119,ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,Black,15 to 34,ND,"1,555",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,Black,35 to 64,ND,"1,793",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,Black,65+,ND,32,ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,Hispanic,All ages,ND,"2,412",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,Hispanic,5 to 14,ND,178,ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,Hispanic,15 to 34,ND,"1,017",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,Hispanic,35 to 64,ND,"1,081",ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Union,2011,Total,Hispanic,65+,ND,56,ND,ND,ND,-,119
   Age-Adjusted Rate,Asthma,Venango,2011,Total,All Races,All ages,84,"54,723",11.8,9.3,14.3,-,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,All Races,5 to 14,ND,"6,426",ND,ND,ND,-,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,All Races,15 to 34,ND,"11,915",ND,ND,ND,-,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,All Races,35 to 64,47,"23,483",15.4,11.0,19.8,,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,All Races,65+,26,"9,938",25.9,15.9,35.9,,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,White,All ages,82,"53,203",11.7,9.2,14.2,,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,White,5 to 14,ND,"6,113",ND,ND,ND,-,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,White,15 to 34,ND,"11,410",ND,ND,ND,-,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,White,35 to 64,47,"23,041",15.7,11.2,20.2,+,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,White,65+,25,"9,839",25.0,15.2,34.8,,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,Black,All ages,ND,605,ND,ND,ND,-,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,Black,5 to 14,ND,90,ND,ND,ND,-,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,Black,15 to 34,ND,263,ND,ND,ND,-,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,Black,35 to 64,ND,175,ND,ND,ND,-,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,Black,65+,ND,41,ND,ND,ND,-,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,Hispanic,All ages,ND,519,ND,ND,ND,-,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,Hispanic,5 to 14,ND,114,ND,ND,ND,-,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,Hispanic,15 to 34,ND,171,ND,ND,ND,-,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,Hispanic,35 to 64,ND,134,ND,ND,ND,-,121
   Age-Adjusted Rate,Asthma,Venango,2011,Total,Hispanic,65+,ND,29,ND,ND,ND,-,121
   Age-Adjusted Rate,Asthma,Warren,2011,Total,All Races,All ages,22,"41,488",5.3,3.1,7.5,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,All Races,5 to 14,ND,"4,782",ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,All Races,15 to 34,ND,"8,729",ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,All Races,35 to 64,12,"17,968",ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,All Races,65+,ND,"7,945",ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,White,All ages,22,"40,729",5.4,3.1,7.7,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,White,5 to 14,ND,"4,641",ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,White,15 to 34,ND,"8,490",ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,White,35 to 64,12,"17,703",ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,White,65+,ND,"7,901",ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,Black,All ages,ND,162,ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,Black,5 to 14,ND,20,ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,Black,15 to 34,ND,47,ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,Black,35 to 64,ND,68,ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,Black,65+,ND,11,ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,Hispanic,All ages,ND,343,ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,Hispanic,5 to 14,ND,73,ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,Hispanic,15 to 34,ND,92,ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,Hispanic,35 to 64,ND,114,ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Warren,2011,Total,Hispanic,65+,ND,26,ND,ND,ND,-,123
   Age-Adjusted Rate,Asthma,Washington,2011,Total,All Races,All ages,283,"208,103",12.0,10.6,13.4,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,All Races,5 to 14,22,"23,885",9.3,5.4,13.2,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,All Races,15 to 34,22,"47,633",4.7,2.7,6.7,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,All Races,35 to 64,115,"89,553",11.2,9.2,13.2,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,All Races,65+,101,"36,619",27.7,22.3,33.1,,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,White,All ages,252,"196,387",11.0,9.6,12.4,,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,White,5 to 14,17,"21,833",ND,ND,ND,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,White,15 to 34,18,"44,111",ND,ND,ND,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,White,35 to 64,104,"85,624",10.5,8.5,12.5,,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,White,65+,96,"35,500",27.1,21.7,32.5,+,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,Black,All ages,23,"6,820",35.1,20.8,49.4,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,Black,5 to 14,ND,839,ND,ND,ND,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,Black,15 to 34,ND,"2,145",ND,ND,ND,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,Black,35 to 64,ND,"2,601",ND,ND,ND,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,Black,65+,ND,861,ND,ND,ND,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,Hispanic,All ages,ND,"2,538",ND,ND,ND,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,Hispanic,5 to 14,ND,487,ND,ND,ND,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,Hispanic,15 to 34,ND,811,ND,ND,ND,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,Hispanic,35 to 64,ND,775,ND,ND,ND,-,125
   Age-Adjusted Rate,Asthma,Washington,2011,Total,Hispanic,65+,ND,196,ND,ND,ND,-,125
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,All Races,All ages,36,"52,275",6.8,4.6,9.0,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,All Races,5 to 14,ND,"5,548",ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,All Races,15 to 34,ND,"11,128",ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,All Races,35 to 64,13,"23,698",ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,All Races,65+,13,"9,742",ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,White,All ages,33,"49,528",6.4,4.2,8.6,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,White,5 to 14,ND,"5,299",ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,White,15 to 34,ND,"10,152",ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,White,35 to 64,11,"22,469",ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,White,65+,13,"9,545",ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,Black,All ages,ND,"1,820",ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,Black,5 to 14,ND,82,ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,Black,15 to 34,ND,698,ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,Black,35 to 64,ND,902,ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,Black,65+,ND,111,ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,Hispanic,All ages,ND,"1,929",ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,Hispanic,5 to 14,ND,251,ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,Hispanic,15 to 34,ND,687,ND,ND,ND,-,127
   Age-Adjusted Rate,Asthma,Wayne,2011,Total,Hispanic,35 to 64,ND,745,ND,ND,ND,-,127
